순위,상품번호,구분,도서명,저자,출판사,출간일,할인율,판매가,정가,포인트,판매지수,평점,배송정보,출간연도,출간월,평점_수치,종이책_리뷰_수,eBook_리뷰_수,종이책_한줄평_수,eBook_한줄평_수,총_리뷰_수
594,15156691,도서,정의란 무엇인가,마이클 샌델 저/김명철 역/김선욱 감수,와이즈베리,2014년 11월,10,16200,18000.0,900,68970,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (246건) eBook 리뷰 (47건) 종이책 한줄평 (517건) eBook 한줄평 (116건),,2014,11,9.5,246.0,47.0,517.0,116.0,926.0
595,15020520,도서,네이티브는 쉬운 영어로 말한다,박수진 저,길벗이지톡,2014년 11월,10,13500,15000.0,750,4854,리뷰 총점9.2 정보 더 보기/감추기 종이책 리뷰 (13건) eBook 리뷰 (3건) 종이책 한줄평 (28건) eBook 한줄평 (8건),,2014,11,9.2,13.0,3.0,28.0,8.0,52.0
596,14203791,도서,바다 100층짜리 집,이와이 도시오 저,북뱅크,2014년 09월,10,9900,11000.0,550,29805,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (139건) eBook 리뷰 (0건) 종이책 한줄평 (176건) eBook 한줄평 (0건),,2014,9,9.7,139.0,0.0,176.0,0.0,315.0
597,12320214,도서,오즈의 의류수거함,유영민 저,자음과모음,2014년 03월,10,14400,16000.0,800,7341,리뷰 총점9.2 정보 더 보기/감추기 종이책 리뷰 (60건) eBook 리뷰 (1건) 종이책 한줄평 (56건) eBook 한줄평 (11건),,2014,3,9.2,60.0,1.0,56.0,11.0,128.0
598,359901,도서,자기 앞의 생,로맹 가리 저/용경식 역,문학동네,2003년 05월,10,14400,16000.0,800,34812,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (359건) eBook 리뷰 (39건) 종이책 한줄평 (912건) eBook 한줄평 (108건),,2003,5,9.6,359.0,39.0,912.0,108.0,1418.0
599,135880,도서,달과 6펜스,윌리엄 서머싯 몸 저,민음사,2000년 06월,10,9000,10000.0,500,53178,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (309건) eBook 리뷰 (49건) 종이책 한줄평 (289건) eBook 한줄평 (111건),,2000,6,9.4,309.0,49.0,289.0,111.0,758.0
600,101402,도서,꽃들에게 희망을,트리나 폴러스 저/김석희 역,시공주니어,1999년 09월,10,13500,15000.0,750,47418,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (146건) eBook 리뷰 (0건) 종이책 한줄평 (148건) eBook 한줄평 (0건),,1999,9,9.6,146.0,0.0,148.0,0.0,294.0
601,1315,도서,누가 내 머리에 똥쌌어?,베르너 홀츠바르트 글/볼프 예를브루흐 그림,사계절,2002년 01월,10,9900,11000.0,550,30918,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (253건) eBook 리뷰 (0건) 종이책 한줄평 (191건) eBook 한줄평 (0건),,2002,1,9.4,253.0,0.0,191.0,0.0,444.0
602,192468327,도서,피아노로의 여정,Ryuichi Sakamoto 저/황국영 역,프란츠,2026년 06월,10,20700,23000.0,1150,1020,,,2026,6,,0.0,0.0,0.0,0.0,0.0
603,192126754,도서,고래의 포트폴리오,정주용 저,매일경제신문사,2026년 06월,10,19800,22000.0,1100,2910,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,4.0,0.0,1.0,0.0,5.0
604,191944038,도서,일본 책방 도감,마사키 데쓰야 저/백운숙 역,윌북(willbook),2026년 06월,10,20700,23000.0,1150,3150,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,6.0,0.0,0.0,0.0,6.0
605,189855418,도서,"조코딩의 바이브 코딩 1인 창업 with 클로드 코드, 수파베이스, 스트라이프",조동근 저,한빛미디어,2026년 05월,10,27000,30000.0,1500,19929,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (11건) eBook 리뷰 (1건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,9.5,11.0,1.0,0.0,0.0,12.0
606,192566176,만화,과분한 남친 12,호시노 미즈키 글그림/김수연 역,서울미디어코믹스(서울문화사),2026년 06월,10,5400,6000.0,300,420,,,2026,6,,0.0,0.0,0.0,0.0,0.0
607,192492704,도서,비밀구락부,이화경 저,한길사,2026년 06월,10,16200,18000.0,900,1770,,,2026,6,,0.0,0.0,0.0,0.0,0.0
608,192474514,도서,당신은 더 잘 쓰게 된다,이기원 저,오늘산책,2026년 07월,10,16650,18500.0,920,1170,,,2026,7,,0.0,0.0,0.0,0.0,0.0
609,192472049,도서,2027 심슨 문법,심우철 저,공단기(에스티유니타스),2026년 06월,10,15300,17000.0,170,1320,,,2026,6,,0.0,0.0,0.0,0.0,0.0
610,192468319,만화,어서 와 수평선 1 트리플 특전판,와타베 타이요 글그림,대원,2026년 06월,10,6300,7000.0,350,2220,,,2026,6,,0.0,0.0,0.0,0.0,0.0
611,192207256,도서,수의사 설채현의 강아지 성장수업,설채현 저,김영사,2026년 06월,10,25200,28000.0,1400,660,,,2026,6,,0.0,0.0,0.0,0.0,0.0
612,192144517,만화,TANK CHAIR -탱크체어- 2,야시로 마나부 글그림,대원,2026년 06월,10,6300,7000.0,350,1740,,,2026,6,,0.0,0.0,0.0,0.0,0.0
613,192144506,만화,TANK CHAIR -탱크체어- 1,야시로 마나부 글그림,대원,2026년 06월,10,6300,7000.0,350,1860,,,2026,6,,0.0,0.0,0.0,0.0,0.0
614,192107483,도서,Go Go 카카오프렌즈 안전을 부탁해! 5 폭우,조주희 글/우기연 그림,아울북,2026년 06월,10,15210,16900.0,840,1992,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,0.0,0.0,1.0,0.0,1.0
615,192107442,도서,2027 조태정 영어 공무원 보카 루트,조태정 편저,사피엔스넷,2026년 06월,10,23400,26000.0,1300,2550,,,2026,6,,0.0,0.0,0.0,0.0,0.0
616,191920266,도서,나의 지옥은 나를 죽이지 못했다,김강우 저,책과삶,2026년 06월,10,17100,19000.0,950,3720,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,1.0,0.0,1.0,0.0,2.0
617,191562981,도서,2026 킹건호 경찰헌법 전범위 모의고사 160제 [2차대비],김건호 편저,박영사,2026년 06월,0,16000,16000.0,480,4314,,,2026,6,,0.0,0.0,0.0,0.0,0.0
618,191559886,도서,산만한 아이의 읽기 쓰기 공부법은 따로 있다,이사비나 저,언더라인,2026년 06월,10,18900,21000.0,1050,3048,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2026,6,10.0,1.0,0.0,3.0,0.0,4.0
619,191550886,도서,센스 있는 생각에는 틀이 있다,"사토 마키, 아사미 아야카 저/조사연 역",알레,2026년 06월,10,20700,23000.0,1150,3492,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (18건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,9.8,18.0,0.0,0.0,0.0,18.0
620,191175001,도서,미안하지만 당신의 네트워크 마케팅 상담은 틀렸다,정민규 저,어셈블,2026년 06월,10,16200,18000.0,900,2037,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,0.0,0.0,1.0,0.0,1.0
621,190853388,도서,돈 때문에 불안하다는 착각,다우치 마나부 저/김정환 역,부키,2026년 06월,10,18000,20000.0,1000,18324,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (20건) eBook 리뷰 (0건) 종이책 한줄평 (5건) eBook 한줄평 (0건),,2026,6,9.9,20.0,0.0,5.0,0.0,25.0
622,190212993,도서,너무 빨리 배우는 아이들,천근아 저,웅진지식하우스,2026년 06월,10,16920,18800.0,940,11091,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (23건) eBook 리뷰 (0건) 종이책 한줄평 (13건) eBook 한줄평 (0건),,2026,6,10.0,23.0,0.0,13.0,0.0,36.0
623,190210923,도서,흔한남매 세계사 탐험대 6 이슬람 세계,"흔한남매 원저/진서, 예지민, 송효림, 김지연 글 외 4명 정보 더 보기/감추기 흔한남매 진서 예지민 송효림 김지연 팀키즈 흔한컴퍼니 박현도 전국역사교사모임 세계사 분과",주니어김영사,2026년 05월,10,13320,14800.0,740,16161,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (12건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,12.0,0.0,2.0,0.0,14.0
624,189758753,도서,86 에이티식스 14,아사토 아사토 글/시라비 그림/한신남 역,미스터블루,2026년 06월,10,7200,8000.0,400,15135,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (7건) eBook 한줄평 (0건),,2026,6,10.0,4.0,0.0,7.0,0.0,11.0
625,189757580,도서,2026 재경관리사 기출문제집,삼일회계법인 저,삼일인포마인,2026년 05월,5,25650,27000.0,810,5976,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,0.0,0.0,1.0,0.0,1.0
626,189753701,도서,아무리 화가 나도 바보와는 싸우지 마라,다무라 고타로 저/송수진 역,유노북스,2026년 05월,10,16200,18000.0,900,8637,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (20건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,20.0,0.0,1.0,0.0,21.0
627,189750871,도서,불안한 날에 니체를 읽는다,프리드리히 니체 저/김상현 역,필름,2026년 05월,10,16200,18000.0,900,18978,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (14건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,5,9.9,14.0,0.0,4.0,0.0,18.0
628,189430001,도서,타키 포오 코믹 어드벤처 11,캐릭온TV 원저/안도감 글/김규태 그림,대원씨아이(단행)(대원키즈),2026년 05월,10,14220,15800.0,790,19542,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,5,10.0,2.0,0.0,4.0,0.0,6.0
629,189412111,도서,우리동네 도서관,차인표 저,사유와공감,2026년 05월,10,16200,18000.0,900,28833,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (23건) eBook 리뷰 (1건) 종이책 한줄평 (7건) eBook 한줄평 (0건),,2026,5,9.7,23.0,1.0,7.0,0.0,31.0
630,189407581,도서,레이건,크레이그 셜리 저/윤희석 역,메디치미디어,2026년 05월,10,22500,25000.0,1250,7902,리뷰 총점8.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (9건) eBook 한줄평 (0건),,2026,5,8.0,1.0,0.0,9.0,0.0,10.0
631,189404282,만화,향기로운 꽃은 늠름하게 핀다 19 일반판,미카미 사카 글그림,대원,2026년 04월,10,5400,6000.0,300,32070,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,4,10.0,2.0,0.0,2.0,0.0,4.0
632,189381195,도서,이더리움 없는 미래는 없다,"오태민, 유주아, 이정은, 김은미 저",거인의정원,2026년 05월,10,28800,32000.0,1600,24726,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,1.0,0.0,2.0,0.0,3.0
633,189114942,도서,바로바로 제미나이 X 구글 AI,공냥이 저,골든래빗,2026년 06월,10,21600,24000.0,1200,10347,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,1.0,0.0,0.0,0.0,1.0
634,188718676,도서,2027 신광은 형사법 형법 각론 기출 OX 선택형,신광은 편저,느루,2026년 05월,5,43700,46000.0,1380,6126,,,2026,5,,0.0,0.0,0.0,0.0,0.0
635,188182647,도서,변호사 어벤저스 11,고희정 글/최미란 그림/신주영 감수,가나출판사,2026년 04월,10,14220,15800.0,790,7233,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (41건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,4,10.0,41.0,0.0,1.0,0.0,42.0
636,188016223,도서,연금 투자 무작정 따라하기,김성일 저,길벗,2026년 05월,10,21600,24000.0,1200,17835,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (14건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (2건),,2026,5,9.9,14.0,0.0,6.0,2.0,22.0
637,187780471,도서,"모네, 빛의 순간들",박송이 저,빅피시,2026년 05월,10,18900,21000.0,1050,18180,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (48건) eBook 리뷰 (0건) 종이책 한줄평 (22건) eBook 한줄평 (0건),,2026,5,9.9,48.0,0.0,22.0,0.0,70.0
638,187096644,도서,2027 LEET 대비 파이널 엄선 모의고사 추리논증 3회분,시대인재 LEET 콘텐츠 연구소 저,하이컨시북스,2026년 04월,5,26600,28000.0,840,10314,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (5건) eBook 한줄평 (0건),,2026,4,10.0,0.0,0.0,5.0,0.0,5.0
639,187026394,도서,에그박사 18,에그박사 원저/박송이 글/홍종현 그림/김보숙 감수,미래엔아이세움,2026년 04월,10,15120,16800.0,840,36489,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (48건) eBook 리뷰 (0건) 종이책 한줄평 (22건) eBook 한줄평 (0건),,2026,4,9.9,48.0,0.0,22.0,0.0,70.0
640,183879935,도서,2026 해커스경찰 갓대환 형사법 핵심요약집 - 형법(경찰채용ㅣ경찰간부ㅣ7급 공무원ㅣ법원서기보),김대환 편저,해커스경찰,2026년 04월,10,40500,45000.0,450,5730,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (17건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,4,10.0,17.0,0.0,0.0,0.0,17.0
641,183878401,도서,2026 해커스경찰 갓대환 형사법 핵심요약집 - 형사소송법(수사와 증거),김대환 편저,해커스경찰,2026년 04월,5,16150,17000.0,510,6204,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (18건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,4,10.0,18.0,0.0,0.0,0.0,18.0
642,183747909,도서,2026 해커스경찰 김민철 경찰학 기출1000제,김민철 편저,해커스경찰,2026년 03월,10,39600,44000.0,440,11952,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (32건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2026,3,10.0,32.0,0.0,3.0,0.0,35.0
643,183646241,도서,2026 해커스 투자자산운용사 한권합격 핵심개념+적중문제+공식노트,"백영, 송현남, 민영기, 조중식, 해커스 금융아카데미 편저",해커스금융,2026년 03월,10,34110,37900.0,370,13179,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (13건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,3,10.0,13.0,0.0,1.0,0.0,14.0
644,183525510,도서,흔한남매 방방곡곡 한국사 1,"흔한남매 원저/역사곰돌이 글/유난희 그림/미래엔 역사 교과서 집필진, 흔한컴퍼니 감수",미래엔아이세움,2026년 03월,10,15120,16800.0,840,67092,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (105건) eBook 리뷰 (0건) 종이책 한줄평 (26건) eBook 한줄평 (0건),,2026,3,10.0,105.0,0.0,26.0,0.0,131.0
645,182623619,도서,약속의 세대,백온유 저,문학동네,2026년 03월,10,16200,18000.0,900,16917,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (15건) eBook 리뷰 (1건) 종이책 한줄평 (20건) eBook 한줄평 (2건),,2026,3,9.8,15.0,1.0,20.0,2.0,38.0
646,181862563,도서,2026 시대에듀 위생사 한권으로 끝내기,국민건강교육학회 편저,시대고시기획 시대교육,2026년 05월,10,37800,42000.0,2100,3600,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (12건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,9.3,12.0,0.0,0.0,0.0,12.0
647,180488514,도서,아이의 친구 관계,김붕년 저,카시오페아,2026년 03월,10,18000,20000.0,1000,26586,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (30건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (1건),,2026,3,9.5,30.0,0.0,6.0,1.0,37.0
648,179607928,도서,무지개 목욕탕,강효미 글/밤코 그림,브릭하우스,2026년 03월,10,13500,15000.0,750,34032,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (16건) eBook 리뷰 (0건) 종이책 한줄평 (12건) eBook 한줄평 (0건),,2026,3,9.9,16.0,0.0,12.0,0.0,28.0
649,178112528,도서,2026 해커스군무원 실전동형모의고사 국어 16회분 (9·7급 군무원),해커스 군무원시험연구소 저,해커스군무원,2026년 02월,10,20610,22900.0,1140,13227,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (12건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,2,10.0,12.0,0.0,2.0,0.0,14.0
650,177569712,도서,코스피 1만 넥스트 레벨,박시동 저,지와인,2026년 03월,10,19800,22000.0,1100,65115,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (19건) eBook 리뷰 (0건) 종이책 한줄평 (26건) eBook 한줄평 (0건),,2026,3,9.5,19.0,0.0,26.0,0.0,45.0
651,176955797,도서,2026 [직8딴] 김영북스 직접 8일 만에 딴 산업안전기사 실기 (필답형+작업형),김진태 저,김영북스,2026년 04월,10,34200,38000.0,1900,24270,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (38건) eBook 리뷰 (3건) 종이책 한줄평 (12건) eBook 한줄평 (3건),,2026,4,9.8,38.0,3.0,12.0,3.0,56.0
652,176521109,도서,내 심장을 쏴라,정유정 저,은행나무,2026년 02월,10,16200,18000.0,900,48708,리뷰 총점9.1 정보 더 보기/감추기 종이책 리뷰 (247건) eBook 리뷰 (1건) 종이책 한줄평 (100건) eBook 한줄평 (5건),,2026,2,9.1,247.0,1.0,100.0,5.0,353.0
653,175911194,도서,2026~2027 이진욱 세무사의 다이어트 세법,이진욱 편저,배움,2026년 01월,10,37800,42000.0,420,6174,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,1,10.0,4.0,0.0,2.0,0.0,6.0
654,173939425,도서,마음을 읽는 감각,구범준 저,세상을바꾸는시간15분,2026년 01월,10,17820,19800.0,990,43482,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (56건) eBook 리뷰 (0건) 종이책 한줄평 (16건) eBook 한줄평 (0건),,2026,1,9.8,56.0,0.0,16.0,0.0,72.0
655,170286932,도서,별안간 지구를 소환합니다,박효미 글/홍선주 그림/강현우 감수,봄볕,2025년 12월,10,16200,18000.0,900,1860,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (14건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2025,12,9.7,14.0,0.0,1.0,0.0,15.0
656,168197301,도서,할매,황석영 저,창비,2025년 12월,10,15120,16800.0,840,138066,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (98건) eBook 리뷰 (0건) 종이책 한줄평 (85건) eBook 한줄평 (0건),,2025,12,9.6,98.0,0.0,85.0,0.0,183.0
657,167785222,도서,가장 완벽한 ADHD 양육 가이드,"박소영, 조성우, 고민수, 김병욱 저",카시오페아,2025년 12월,10,18000,20000.0,1000,18348,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (12건) eBook 리뷰 (1건) 종이책 한줄평 (8건) eBook 한줄평 (0건),,2025,12,9.8,12.0,1.0,8.0,0.0,21.0
658,158940211,도서,시체는 거짓말하지 않는다,유성호 저,위즈덤하우스,2025년 10월,10,18000,20000.0,1000,30885,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (61건) eBook 리뷰 (0건) 종이책 한줄평 (21건) eBook 한줄평 (3건),,2025,10,9.6,61.0,0.0,21.0,3.0,85.0
659,158934457,도서,2026 이유진 국어 알고리즘 확장팩,이유진 편저,공단기(에스티유니타스),2025년 10월,10,27900,31000.0,310,4962,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2025,10,10.0,3.0,0.0,3.0,0.0,6.0
